,C1,C2,C3,KO1,KO2,KO3
Trdd1,0,0,0,0,0,0
Trdd2,0,0,0,0,0,0
Trbd1,0,0,0,0,0,0
Trbd2,0,0,0,0,0,0
Ighd4-1,0,0,0,0,0,0
Ighd3-2,0,0,0,0,0,0
Ighd5-6,0,0,0,0,0,0
Ighd2-8,0,0,0,0,0,0
Ighd5-5,0,0,0,0,0,0
Ighd2-7,0,0,0,0,0,0
Ighd5-8,0,0,0,0,0,0
Ighd5-4,0,0,0,0,0,0
Ighd2-6,0,0,0,0,0,0
Ighd5-7,0,0,0,0,0,0
Ighd5-3,0,0,0,0,0,0
Ighd2-5,0,0,0,0,0,0
Gm37327,0,0,0,0,0,0
Ighd5-2,0,0,0,0,0,0
Ighd2-4,0,0,0,0,0,0
Ighd2-3,0,0,0,0,0,0
Ighd1-1,0,0,0,0,0,0
Ighd3-1,0,0,0,0,0,0
Gm16968,0,0,0,0,0,0
Trav1,0,0,0,0,0,0
Trav2,0,0,0,0,0,0
Trav3-1,0,0,0,0,0,0
Trav5-1,0,0,0,0,0,0
Trav6-1,0,0,0,0,0,0
Trav7-1,0,0,0,0,0,0
Trav6-2,0,0,0,0,0,0
Trav7d-2,0,0,0,0,0,0
Trav6d-3,0,0,0,0,0,0
Trav7d-3,0,0,0,0,0,0
Trav6d-4,0,0,0,0,0,0
Trav7d-4,0,0,0,0,0,0
Trav8d-1,0,0,0,0,0,0
Trav9d-1,0,0,0,0,0,0
Trav6d-5,0,0,0,0,0,0
Trav10d,0,0,0,0,0,0
Trav6d-6,0,0,0,0,0,0
Trav11d,0,0,0,0,0,0
Trav7d-5,0,0,0,0,0,0
Trav12d-1,0,0,0,0,0,0
Trav13d-1,0,0,0,0,0,0
Trav14d-1,0,0,0,0,0,0
Trav15d-1-dv6d-1,0,0,0,13,3,3
Trav9d-2,0,0,4,0,0,0
Trav4d-3,0,0,0,0,0,0
Trav12d-2,0,0,0,0,0,0
Trav9d-3,0,0,0,0,1,1
Trav12d-3,0,0,0,0,0,0
Trav13d-2,0,0,0,0,0,0
Trav14d-2,0,0,0,0,0,0
Trav15d-2-dv6d-2,0,0,0,0,0,0
Trav3d-3,4,2,6,4,6,8
Trav9d-4,41,0,40,0,29,17
Trav4d-4,0,0,0,0,0,0
Trav5d-4,0,0,0,0,0,0
Trav6d-7,0,0,0,0,0,1
Trav7d-6,0,0,0,2,0,0
Trav13d-3,0,0,0,0,0,0
Trav8d-2,0,0,0,0,0,0
Trav16d-dv11,0,0,0,0,0,0
Trav13d-4,0,0,0,0,0,0
Trav14d-3-dv8,0,0,0,0,0,0
Trav7n-4,0,1,0,0,0,0
Trav6n-5,0,0,0,0,0,0
Trav10n,0,0,2,0,0,0
Trav6n-6,0,0,0,0,0,0
Trav7n-5,0,0,0,0,0,0
Trav12n-1,0,0,0,0,0,0
Trav13n-1,0,0,0,0,0,0
Trav14n-1,0,0,0,0,0,0
Trav15n-1,0,0,0,2,1,0
Trav9n-2,0,0,4,0,0,0
Trav4n-3,0,0,0,0,0,0
Trav12n-2,0,0,0,0,0,0
Trav9n-3,0,0,0,0,1,1
Trav12n-3,0,0,0,0,2,0
Trav13n-2,0,0,0,0,0,0
Trav14n-2,0,0,0,0,0,0
Trav15n-2,0,0,0,0,0,0
Trav3n-3,4,2,6,4,6,8
Trav9n-4,0,20,0,65,19,0
Trav4n-4,0,0,0,0,0,0
Trav5n-4,0,0,0,0,0,0
Trav6n-7,0,0,0,0,0,1
Trav7n-6,0,0,0,0,0,0
Trav13n-3,0,0,0,0,0,0
Trav8n-2,0,0,0,0,0,0
Trav16n,0,0,0,0,0,0
Trav13n-4,0,0,0,0,0,0
Trav14n-3,0,0,0,0,0,0
Trav7-2,0,0,0,0,0,0
Trav4-2,0,0,0,0,0,0
Trav6-3,0,0,0,0,0,0
Trav7-3,0,0,0,0,0,0
Trav6-4,0,0,0,0,0,0
Trav7-4,0,0,0,0,0,0
Trav8-1,0,0,0,0,0,0
Trav9-1,0,0,0,0,0,0
Trav6-5,0,0,0,5,0,0
Trav10,0,0,0,0,0,0
Trav6-6,0,0,0,0,0,0
Trav11,0,0,0,0,0,0
Trav7-5,0,0,0,0,0,0
Trav12-1,3,0,0,0,0,0
Trav13-1,0,0,0,0,0,0
Trav14-1,0,0,0,0,0,0
Trav15-1-dv6-1,0,0,0,2,0,0
Trav9-2,3,0,0,4,0,0
Trav4-3,0,0,0,0,0,0
Trav12-2,0,0,0,0,0,0
Trav12-3,0,0,0,0,0,0
Trav13-2,0,0,0,0,0,0
Trav14-2,0,0,0,0,0,0
Trav15-2-dv6-2,0,0,0,0,0,0
Trav3-3,0,0,3,0,0,4
Trav9-4,8,0,0,4,0,2
Trav4-4-dv10,0,0,0,0,0,0
Trav5-4,0,0,0,0,0,0
Trav6-7-dv9,0,0,0,0,0,0
Trav7-6,0,0,0,0,0,0
Trav16,0,0,0,0,0,0
Trav13-4-dv7,0,0,0,2,0,0
Trav14-3,0,0,0,0,0,0
Trav3-4,6,4,4,5,2,4
Trav13-5,1,0,0,0,0,0
Trav17,0,0,0,0,0,0
Trav18,0,0,0,0,0,0
Trav19,0,0,0,0,0,0
Trav21-dv12,0,0,0,0,0,0
Trdv1,0,5,0,1,0,0
Trdv2-1,0,0,0,0,0,0
Trdv2-2,0,0,0,2,0,0
Trav23,0,0,3,0,0,0
Trdv4,3,0,1,0,0,0
Trdv5,0,0,0,0,0,0
Trgv7,0,0,0,0,0,0
Trgv4,0,0,0,0,0,0
Trgv6,0,0,0,0,0,0
Trgv5,0,0,0,0,0,0
Trgv3,0,0,0,0,0,0
Trgv2,0,0,0,0,0,0
Trgv1,0,0,0,0,0,0
Trbv1,0,0,0,0,0,0
Trbv2,0,0,0,0,0,0
Trbv3,1,0,0,0,0,0
Trbv4,0,0,0,0,0,0
Trbv5,0,0,0,0,0,0
Trbv12-1,0,0,0,0,0,0
Trbv13-1,0,0,0,0,0,0
Trbv12-2,0,0,0,0,1,0
Trbv13-2,0,0,0,0,0,0
Trbv13-3,0,0,0,0,0,0
Trbv14,0,0,0,0,1,0
Trbv15,0,0,0,0,0,0
Trbv16,0,0,0,0,0,0
Trbv17,0,0,0,0,0,0
Trbv19,0,0,0,0,0,0
Trbv20,0,0,0,0,0,0
Trbv21,0,0,0,0,0,0
Trbv23,0,0,0,0,0,0
Trbv26,0,0,0,0,0,0
Trbv29,0,0,0,0,0,0
Trbv30,0,0,0,0,0,0
Trbv31,0,0,0,3,0,0
Trdc,25,14,11,24,14,13
Trac,26,7,52,48,27,50
Trgc1,0,3,0,0,0,0
Trgc3,0,0,0,0,0,0
Trgc2,0,0,0,0,0,0
Trgc4,0,0,0,0,1,0
Trbc1,7,1,0,2,2,3
Trbc2,1400,414,1651,1889,1202,918
Igkj1,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0
Igkj4,0,0,0,0,0,0
Igkj5,0,0,0,0,0,0
Ighj4,0,0,0,0,0,0
Ighj3,0,0,0,0,0,0
Ighj2,0,0,0,0,0,0
Ighj1,0,0,0,0,0,0
Iglj1,0,0,0,0,0,0
Iglj3p,0,0,0,0,0,0
Iglj3,0,0,0,0,0,0
Iglj4,0,0,0,0,0,0
Iglj2,0,0,0,0,0,0
Igkc,8,6,16,14,13,27
Igha,3,2,6,4,17,6
Ighe,0,0,0,0,0,0
Ighg2c,339,93,359,165,372,380
Ighg2b,31,6,34,8,26,41
Ighg1,0,2,0,5,3,3
Ighg3,1,2,5,4,1,3
Ighd,39,16,63,84,40,44
Ighm,2881,1047,3182,2680,3325,2753
Iglc1,0,0,0,0,0,0
Iglc3,0,0,0,7,3,0
Iglc4,0,0,0,0,0,0
Iglc2,0,5,8,25,4,3
Igkv1-133,0,0,0,0,0,0
Igkv1-132,0,0,0,0,0,0
Igkv1-131,0,0,0,0,0,0
Igkv14-130,0,0,0,0,0,0
Igkv9-129,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,0
Igkv14-126,0,0,0,0,2,0
Igkv11-125,0,0,0,0,0,0
Igkv9-124,0,0,0,0,0,0
Igkv9-123,0,0,0,0,0,0
Igkv1-122,0,0,0,0,0,0
Igkv17-121,0,0,0,0,0,0
Igkv9-120,0,0,0,0,0,0
Igkv1-117,0,0,0,0,0,1
Igkv2-112,0,0,0,0,0,0
Igkv14-111,0,0,0,2,5,0
Igkv1-110,0,1,0,0,0,0
Igkv2-109,0,0,0,5,0,0
Igkv16-104,0,0,0,0,0,0
Igkv15-103,0,0,0,0,0,0
Igkv20-101-2,0,0,0,0,0,0
Igkv14-100,0,0,0,0,0,0
Igkv1-99,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0
Igkv10-96,3,0,0,0,0,4
Igkv10-95,0,0,0,0,0,0
Igkv10-94,0,0,0,0,0,0
Igkv19-93,0,0,3,0,0,0
Igkv4-92,0,0,0,0,0,0
Igkv4-91,0,0,0,0,0,0
Igkv4-90,0,0,0,0,0,0
Igkv12-89,0,0,2,0,0,0
Igkv1-88,0,0,0,0,0,0
Gm42543,0,0,0,0,0,0
Igkv4-86,0,0,0,0,0,0
Igkv4-54,0,0,0,0,1,0
Igkv4-53,0,0,0,0,0,0
Igkv4-51,0,0,0,0,0,0
Igkv4-50,0,0,0,0,0,0
Igkv5-48,0,0,0,0,0,0
Igkv12-46,0,1,0,0,0,0
Igkv5-45,0,0,0,0,0,0
Igkv12-44,0,0,0,0,0,0
Igkv5-43,0,0,0,0,0,0
Igkv12-41,0,0,0,0,0,0
Igkv5-39,0,0,0,0,0,0
Igkv12-38,0,0,0,0,0,0
Igkv5-37,0,0,0,0,0,0
Igkv18-36,0,0,0,0,0,0
Igkv1-35,0,0,0,0,0,0
Igkv8-34,0,0,0,0,0,0
Igkv7-33,0,0,0,0,0,0
Igkv6-32,1,0,0,0,0,0
Igkv8-30,0,0,0,0,0,0
Igkv6-29,0,0,2,1,0,2
Igkv8-28,0,0,0,0,0,1
Igkv8-27,0,0,0,0,0,0
Igkv8-26,0,0,0,0,0,0
Igkv6-25,0,0,0,0,0,0
Igkv8-24,1,0,0,0,0,0
Gm43218,0,0,0,0,0,0
Igkv6-23,0,0,0,0,0,0
Igkv8-21,0,0,0,0,0,0
Igkv6-20,1,0,0,1,0,2
Igkv8-19,2,0,0,0,0,0
Igkv8-18,0,0,0,0,0,0
Igkv6-17,0,0,0,0,0,0
Igkv8-16,0,0,0,0,0,0
Igkv6-15,0,0,0,0,0,0
Igkv6-14,0,0,0,0,0,0
Igkv6-13,0,0,0,0,0,0
Igkv3-12,0,0,0,0,0,0
Igkv3-10,0,0,0,0,0,0
Igkv3-9,0,0,0,0,0,0
Igkv3-7,0,0,0,0,0,0
Igkv3-5,0,0,0,0,0,0
Igkv3-4,0,0,0,0,0,0
Igkv3-3,0,0,0,0,0,0
Igkv3-2,0,0,0,0,0,0
Igkv3-1,0,0,0,0,0,0
Ighv5-2,0,0,0,0,0,0
Ighv2-2,0,0,0,0,0,0
Ighv5-4,0,0,0,0,0,0
Ighv2-3,0,0,0,0,0,0
Ighv5-6,0,0,0,0,0,0
Ighv2-4,0,0,0,0,0,0
Ighv5-9,0,0,0,0,0,0
Ighv2-5,0,0,0,0,0,0
Ighv5-12,0,0,0,0,0,0
Ighv2-6,0,0,0,0,0,0
Ighv5-9-1,0,0,0,0,2,1
Ighv5-12-4,0,0,0,0,0,0
Ighv2-9-1,0,0,0,0,0,0
Ighv2-6-8,0,0,0,0,0,0
Ighv2-7,0,0,0,0,0,0
Ighv5-15,0,0,0,0,0,0
Ighv5-16,0,0,0,0,0,0
Ighv5-17,0,2,0,0,0,0
Ighv2-9,0,0,0,0,0,0
Ighv7-1,0,0,0,0,0,0
Ighv7-2,0,0,0,0,0,0
Ighv14-1,0,0,0,0,0,0
Ighv4-1,0,0,0,0,0,0
Ighv3-1,0,0,0,0,0,0
Ighv11-1,0,0,0,0,0,0
Ighv14-2,0,0,0,0,0,0
Ighv11-2,0,0,0,0,0,0
Ighv14-3,0,0,0,0,0,0
Ighv16-1,0,0,0,0,0,0
Ighv9-1,0,0,0,0,0,0
Ighv9-2,0,0,0,0,0,0
Ighv9-3,0,0,0,0,0,0
Ighv7-3,0,0,0,0,0,0
Ighv14-4,0,0,0,0,0,0
Ighv3-3,0,0,0,0,0,0
Ighv7-4,0,0,0,0,0,0
Ighv3-4,0,0,0,0,0,0
Ighv3-5,0,0,0,0,0,0
Ighv3-6,0,0,0,0,0,0
Ighv9-4,0,0,0,0,0,0
Ighv3-8,0,0,0,0,0,0
Ighv13-2,0,0,0,0,0,0
Ighv12-3,0,0,0,0,0,0
Ighv6-3,0,0,0,0,0,0
Ighv6-4,0,0,0,2,0,0
Ighv6-5,0,0,0,0,0,0
Ighv6-6,0,0,0,0,0,0
Ighv6-7,0,0,0,0,0,0
Ighv8-2,0,0,0,0,0,0
Ighv10-1,0,0,0,0,0,0
Ighv1-4,0,0,0,0,0,0
Ighv1-5,0,0,0,0,0,0
Ighv10-3,0,0,0,0,0,0
Ighv1-7,0,0,0,0,0,0
Ighv15-2,0,0,0,0,0,0
Ighv1-9,0,0,0,3,0,0
Ighv1-11,0,0,0,0,0,0
Ighv1-12,0,0,0,0,0,0
Ighv1-15,0,0,0,0,0,0
Ighv1-16,0,0,0,0,0,0
Ighv1-18,0,0,0,0,0,0
Ighv1-19,0,0,0,0,0,0
Ighv1-20,0,0,0,0,0,0
Ighv1-22,0,0,0,0,0,0
Ighv1-23,0,0,0,0,0,0
Ighv1-24,0,0,0,0,0,0
Ighv1-26,0,0,0,0,0,0
Ighv1-31,0,0,0,0,0,0
Ighv1-34,0,0,0,0,0,0
Ighv1-36,0,0,0,0,0,0
Ighv1-37,0,0,0,0,0,0
Ighv1-39,0,0,3,0,0,0
Ighv1-42,0,0,0,0,0,0
Ighv1-43,0,0,0,0,0,0
Ighv1-47,0,0,0,0,0,0
Ighv8-4,0,0,0,0,0,0
Ighv1-49,0,0,0,0,0,0
Ighv8-5,0,0,0,0,0,0
Ighv1-50,0,0,0,0,0,0
Ighv1-52,0,0,0,0,0,0
Ighv1-53,0,0,0,0,0,0
Ighv8-6,0,0,0,0,0,0
Ighv1-54,0,0,0,0,0,0
Ighv1-55,0,0,0,0,0,0
Ighv1-56,1,0,0,0,0,0
Ighv8-8,0,0,0,0,1,0
Ighv1-58,0,0,0,0,0,0
Iglv1,0,0,0,0,0,0
Iglv3,0,0,0,2,0,0
Iglv2,0,0,0,4,0,0
Ighv1-59,0,0,0,0,0,0
Ighv1-61,0,0,0,0,0,0
Ighv1-62-1,0,0,0,0,0,0
Ighv1-62-2,0,0,0,0,0,0
Ighv1-62-3,0,0,0,0,0,0
Ighv8-9,0,0,0,0,0,0
Ighv1-63,0,0,0,0,0,0
Ighv1-64,0,0,0,0,0,0
Ighv8-11,0,0,0,0,0,0
Ighv1-66,0,0,0,0,0,0
Ighv1-67,0,0,0,0,0,0
Ighv1-69,0,0,0,0,0,0
Ighv8-12,0,0,0,0,0,0
Ighv1-71,0,0,0,0,0,0
Ighv1-72,0,0,0,0,0,0
Ighv8-13,0,0,0,0,0,0
Ighv1-74,0,0,0,0,0,0
Ighv1-75,0,0,0,0,0,0
Ighv1-76,0,0,1,0,0,0
Ighv1-77,0,0,0,0,0,0
Ighv1-78,0,0,0,0,0,0
Ighv1-80,0,0,0,0,0,0
Ighv1-81,1,0,0,0,0,0
Ighv1-82,0,0,0,0,0,0
Ighv1-84,0,0,0,0,0,0
Ighv1-85,1,0,0,0,0,0
Igkv4-69,0,0,0,0,0,0
Igkv4-68,0,0,0,0,0,0
Igkv2-137,0,0,0,0,0,0
Igkv1-135,0,0,0,0,0,0
Igkv13-85,0,0,0,0,0,0
Igkv13-84,0,0,0,0,0,0
Igkv4-81,0,0,0,0,0,0
Igkv4-80,0,0,0,0,0,0
Igkv4-79,0,0,0,0,0,0
Igkv4-78,0,0,0,0,0,0
Igkv4-74,0,0,0,0,0,0
Igkv4-72,0,0,0,0,0,0
Igkv4-71,0,0,0,0,0,0
Igkv4-70,0,0,0,0,0,0
Igkv4-63,0,0,0,0,0,0
Igkv4-62,0,0,0,0,1,0
Igkv4-61,0,0,0,0,0,0
Igkv4-59,0,0,0,0,0,0
Igkv4-58,0,0,0,0,0,0
Igkv4-57-1,0,0,0,0,0,0
Igkv4-57,0,0,0,0,0,0
Igkv4-55,0,0,0,0,0,3
Gm17472,0,0,0,0,0,0
Gm20730,0,0,0,0,0,0
Gm54608,0,0,0,0,0,0
Gm54637,0,0,0,0,0,0
Trdj1,0,0,0,0,0,0
Trdj2,0,0,0,0,0,0
Traj59,0,0,0,0,0,0
Traj58,0,0,0,0,0,0
Traj57,0,0,0,0,0,0
Traj56,0,0,0,0,0,0
Traj53,0,0,0,0,0,0
Traj52,0,0,0,0,0,0
Traj50,0,0,0,0,0,0
Traj49,0,0,0,0,0,0
Traj48,0,0,0,0,0,0
Traj47,0,0,0,0,0,0
Traj46,0,0,0,0,0,0
Traj45,0,0,0,0,0,0
Traj44,0,0,0,0,0,0
Traj43,0,0,0,0,0,0
Traj42,0,0,0,0,0,0
Traj41,0,0,0,0,0,0
Traj40,0,0,0,0,0,0
Traj39,0,0,0,0,0,0
Traj38,0,0,0,0,0,0
Traj37,0,0,0,0,0,0
Traj35,0,0,0,0,0,0
Traj34,0,0,0,0,0,0
Traj33,0,0,0,0,0,0
Traj32,0,0,0,0,0,0
Traj31,0,0,0,0,0,0
Traj30,0,0,0,0,0,0
Traj29,0,0,0,0,0,0
Traj28,0,0,0,0,0,0
Traj27,0,0,0,0,0,0
Traj26,0,0,0,0,0,0
Traj25,0,0,0,0,0,0
Traj24,0,0,0,0,0,0
Traj23,0,0,0,0,0,0
Traj22,0,0,0,0,0,0
Traj21,0,0,0,0,0,0
Traj20,0,0,0,0,0,0
Traj19,0,0,0,0,0,0
Traj18,0,0,0,0,0,0
Traj17,0,0,0,0,0,0
Traj16,0,0,0,0,0,0
Traj15,0,0,0,0,0,0
Traj13,0,0,0,0,0,0
Traj12,0,0,0,0,0,0
Traj11,0,0,0,0,0,0
Traj9,0,0,0,0,0,0
Traj7,0,0,0,0,0,0
Traj6,0,0,0,0,0,0
Traj5,0,0,0,0,0,0
Traj4,0,0,0,0,0,0
Traj3,0,0,0,0,0,0
Traj2,0,0,0,0,0,0
Trgj1,0,0,0,0,0,0
Trgj3,0,0,0,0,0,0
Trgj2,0,0,0,0,0,0
Trgj4,0,0,0,0,0,0
Trbj1-1,0,0,0,0,0,0
Trbj1-2,0,0,0,0,0,0
Trbj1-3,0,0,0,0,0,0
Trbj1-4,0,0,0,0,0,0
Trbj1-5,0,0,0,0,0,0
Trbj1-6,0,0,0,0,0,0
Trbj1-7,0,0,0,0,0,0
Trbj2-1,0,0,0,0,0,0
Trbj2-2,0,0,0,0,0,0
Trbj2-3,0,0,0,0,0,0
Trbj2-4,0,0,0,0,0,0
Trbj2-5,0,0,0,0,0,0
Trbj2-7,0,0,0,0,0,0
mt-Nd1,283493,158424,402647,432504,385555,305392
mt-Nd2,170996,105281,260654,277487,243838,192726
mt-Co1,897559,617234,1614470,1591910,1414220,1144020
mt-Co2,321267,199430,511085,543635,474505,368003
mt-Atp8,0,0,0,0,0,0
mt-Atp6,357366,195570,522841,570102,468156,370977
mt-Co3,454616,237286,632006,737193,571886,454430
mt-Nd3,28478,12928,33386,46706,34328,27499
mt-Nd4l,788,1597,1249,1257,1025,1090
mt-Nd4,324034,221240,531279,568754,513040,402162
mt-Nd5,171528,130002,313734,318928,288152,241143
mt-Nd6,28985,21532,53918,54450,49375,39357
mt-Cytb,298419,203228,521032,535003,487526,379761
ENSMUSG00000095742,0,14,0,0,0,0
ENSMUSG00000094915,0,0,0,0,0,0
ENSMUSG00000079808,39,8,33,41,40,9
ENSMUSG00000095666,0,0,0,0,0,0
ENSMUSG00000096680,0,0,0,0,0,0
ENSMUSG00000095505,0,0,0,0,0,0
ENSMUSG00000094722,0,0,0,0,0,0
ENSMUSG00000095250,0,0,0,0,0,0
ENSMUSG00000095728,0,0,0,0,0,0
ENSMUSG00000095787,0,0,0,0,0,0
ENSMUSG00000096100,0,0,0,0,0,0
ENSMUSG00000095076,0,0,0,0,0,0
ENSMUSG00000095672,0,0,4,0,0,0
ENSMUSG00000079190,2,0,8,1,0,0
ENSMUSG00000094514,0,0,0,0,0,0
ENSMUSG00000094741,0,0,0,0,0,0
ENSMUSG00000074720,0,0,0,0,0,0
Vmn1r186,0,0,0,0,0,0
ENSMUSG00000096244,0,0,0,0,0,0
ENSMUSG00000094337,0,0,0,0,0,0
ENSMUSG00000095570,0,0,0,0,0,0
ENSMUSG00000096728,0,0,0,0,0,0
ENSMUSG00000094836,0,0,0,0,0,0
ENSMUSG00000094383,0,0,0,0,0,0
ENSMUSG00000095019,0,0,0,0,0,0
ENSMUSG00000094474,0,0,0,0,0,0
ENSMUSG00000094791,0,0,0,0,0,0
Gm16367,0,0,0,0,0,0
ENSMUSG00000094172,0,0,0,0,0,0
ENSMUSG00000094303,0,0,0,0,0,0
ENSMUSG00000094887,0,0,0,0,0,0
ENSMUSG00000096236,0,0,0,0,0,0
ENSMUSG00000091585,0,0,0,0,0,0
ENSMUSG00000096756,0,0,0,0,0,0
ENSMUSG00000095041,5653,6871,12115,17969,11565,18853
ENSMUSG00000095763,0,0,0,0,0,0
ENSMUSG00000095523,0,0,0,0,0,0
ENSMUSG00000079800,2,0,0,1,2,1
ENSMUSG00000079222,0,2,8,3,6,9
ENSMUSG00000095475,0,0,0,0,0,0
ENSMUSG00000095092,0,0,0,0,0,0
ENSMUSG00000079192,0,0,0,0,0,0
ENSMUSG00000094855,0,0,0,0,0,0
ENSMUSG00000094874,0,0,0,0,0,0
ENSMUSG00000079794,0,0,0,0,0,0
ENSMUSG00000095500,0,0,0,0,0,0
ENSMUSG00000094799,0,0,0,0,0,0
ENSMUSG00000095450,0,0,0,0,0,0
ENSMUSG00000094728,0,0,0,0,0,0
Csprs,4,10,1,9,2,6
ENSMUSG00000096808,84,20,94,137,105,219
Gm20816,0,0,0,0,0,0
Gm20817,0,0,0,0,0,0
Gm20870,0,0,0,0,0,0
Gm20903,0,0,0,0,0,0
Gm20905,0,0,0,0,0,0
Gm20738,0,0,0,0,0,0
Gm20814,0,0,0,0,0,0
Gm20850,0,0,0,0,0,0
Gm20897,0,0,0,0,0,0
Gm20867,0,0,0,0,0,0
Gm20806,0,0,0,0,0,0
Gm29276,0,0,0,0,0,0
Gm20854,0,0,0,0,0,0
Gm20820,0,0,0,0,0,0
Gm20883,0,0,0,0,0,0
Gm20906,0,0,0,0,0,0
Gm20747,0,0,0,0,0,0
Gm20929,0,0,0,0,0,0
Gm20823,0,0,0,0,0,0
Gm21627,0,0,0,0,0,0
Gm20908,0,0,0,0,0,0
Gm20924,0,0,0,0,0,0
Gm20736,0,0,0,0,0,0
Gm20852,0,0,0,0,0,0
Ssty2,0,0,0,0,0,0
Gm20937,0,0,0,0,0,0
Gm21366,0,0,0,0,0,0
Gm20809,0,0,0,0,0,0
Gm29289,0,0,0,0,0,0
Gm21677,0,0,0,0,0,0
Gm21693,0,0,0,0,0,0
Gm21704,0,0,0,0,0,0
Gm21708,0,1,0,0,0,0
Gm3376,0,0,0,0,0,0
Gm20918,0,0,0,0,0,0
Gm20873,0,0,0,0,0,0
Gm20830,0,0,0,0,0,0
Gm28998,0,0,0,0,0,0
Gm20826,0,0,0,0,0,0
Gm28576,0,0,0,0,0,0
Gm29049,0,0,0,0,0,0
Gm20825,0,0,0,0,0,0
Gm20824,0,0,0,0,0,0
Gm20815,0,0,0,0,0,0
Gm21310,0,0,0,0,0,0
Gm20834,0,0,0,0,0,0
Gm20828,0,0,0,0,0,0
Gm20822,0,0,0,0,0,0
Gm20909,0,0,0,0,0,0
Gm20865,0,0,0,0,0,0
Zfy1,0,0,0,0,0,0
Uba1y,92,44,3,16,2,107
Kdm5d,2541,726,233,302,197,3337
Eif2s3y,2979,904,11,5,1,3820
Uty,1848,432,37,27,40,1952
Ddx3y,8182,2193,2,8,6,9050
Usp9y,1,0,0,1,0,0
Zfy2,0,0,0,0,0,0
H2al2c,0,0,0,0,0,0
Sry,1,4,0,0,1,0
H2al2b,0,0,0,0,0,0
Gm4064,0,0,0,0,0,0
Rbmy,0,1,0,0,0,0
Gm10256,0,1,0,0,0,0
Gm10352,0,0,0,0,0,4
Rbm31y,0,0,0,0,0,0
Gm20772,0,0,0,0,0,0
Gm20831,0,0,0,0,0,0
Ssty1,0,0,0,0,0,0
Gm20877,0,0,0,0,0,0
Gm20807,0,0,0,0,0,0
Gm21440,0,0,0,0,0,0
Gm21454,0,0,0,0,0,0
ENSMUSG00000121543,0,0,0,0,0,0
ENSMUSG00000121557,0,0,0,0,0,0
ENSMUSG00000121556,0,0,0,0,0,0
Sly,0,0,0,0,0,1
Gm21943,0,0,0,0,0,0
Gm28961,0,0,0,0,0,0
Gm21118,0,0,0,0,0,0
Gm29424,0,0,0,0,0,0
Gm29554,0,2,0,0,0,3
Gm20812,0,0,0,0,0,0
Gm21258,0,0,0,0,0,0
Gm20931,0,0,0,0,0,0
Gm20917,0,0,0,0,0,0
Gm20916,2,2,0,0,0,0
Gm20855,0,0,0,0,0,0
Gm20896,0,0,0,0,0,0
Gm20869,0,0,0,0,0,0
Gm21394,0,0,0,0,0,0
Gm21409,0,0,0,1,0,0
Gm20920,0,0,0,0,0,0
Gm20894,0,0,0,0,0,0
Gm21317,0,0,0,0,0,0
Gm20835,0,0,0,0,0,0
Gm20911,0,0,0,0,0,0
Gm21117,0,0,0,0,0,0
Gm20888,0,0,0,0,0,0
Gm21650,0,0,0,0,0,0
Gm21518,0,0,0,0,0,0
Gm21209,0,0,0,0,0,0
Gm20843,0,0,0,0,0,0
Gm21294,0,0,0,0,0,0
Gm21095,0,0,0,0,0,0
Gm21488,0,0,0,0,0,0
Gm20890,0,0,0,0,0,0
Gm21173,0,0,0,0,0,0
Gm21497,0,0,0,0,0,0
Gm28553,0,0,0,0,0,0
Gm21760,0,0,0,0,0,0
Gm21858,0,0,0,0,0,0
1700040F15Rik,0,0,0,0,0,0
Gm20792,0,0,0,0,0,0
Gm21865,0,0,0,0,0,0
Gm35134,0,0,0,0,0,0
Gm30737,0,0,0,0,0,0
Gm21996,0,0,0,0,0,0
Gm28102,0,0,0,0,0,0
Gm28490,0,0,0,0,0,0
Gm29582,0,0,0,0,0,0
Gm28870,0,0,0,0,0,0
Gm21739,0,0,0,0,0,0
Gm21256,0,0,0,0,0,0
Gm20838,0,0,0,0,0,0
Gm28891,0,0,0,0,0,0
Gm20837,0,0,0,0,0,0
Gm21861,0,0,0,0,0,0
Gm28897,0,0,0,0,0,0
Gm29564,0,0,0,0,0,0
Gm28827,0,0,0,0,0,0
Gm29110,0,0,0,0,0,0
Gm31571,0,0,0,0,0,0
Gm29866,0,0,0,0,0,0
Gm20777,0,0,0,0,0,0
Gm28510,0,0,0,0,0,0
Gm20737,0,0,0,0,0,0
Gm28919,0,0,0,0,0,0
Gm21719,0,0,0,0,0,0
Gm28171,0,0,0,0,0,0
Gm21778,0,0,0,0,1,0
Gm21854,2,0,11,3,4,0
Gm20914,0,0,0,0,0,0
Gm21812,0,0,0,0,0,0
Gm21874,1,8,2,0,0,7
Gm20821,0,0,0,0,0,0
Gm21244,254,85,406,436,342,386
Gm21292,0,0,0,0,0,0
Gm21721,0,0,0,0,0,0
Gm21425,0,0,0,0,0,0
Gm20773,0,0,0,0,0,0
Gm20795,0,0,0,0,0,0
Gm21094,0,0,0,0,0,0
Gm21477,0,0,0,0,0,0
Chst9,97,41,52,93,87,89
Cdh2,21254,8697,21031,29007,19984,23536
Cep120,5872,2660,7033,8429,5866,6683
